"","Condition","Price","Model_Year","Mileage","Exterior_Color","Make","Type","Feedback_Perc","N_Reviews","Seller_Status","Auction","Buy_Now","num_pos_words","uses_excl","all_caps","has_warranty","review_polarity","review_positivity"
"382","Used",30939.96,2015,2006,"orange","Harley-Davidson","Touring",100,60,"Private Seller",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2180","Used",2550.39,2013,3500,"black","Suzuki","Standard",100,229,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3735","Used",16538.75,2015,1542,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"5183","New",31238.9,2017,3,"black","Indian","Gasoline",100,312,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4988","New",11550,2017,0,"black","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5039","Used",19775.94,2009,3000,"green","Other","Standard",6.4,992,"Private Seller",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4310","Used",2953.22,1991,19489,"black","Yamaha","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"254","Used",9428.68,1999,37500,"other","Harley-Davidson","Cruiser",100,322,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"495","Used",5685.19,2000,10000,"black","Harley-Davidson","Standard",100,857,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.476666667,0.91
"3757","Used",7530.57,2011,28088,"black","Triumph","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3146","Used",8291.09,2016,646,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4739","Used",8121.53,2005,30846,"white","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4245","Used",4762.62,2015,1377,"white","Kawasaki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3523","New",11949.1,2017,1,"green","Kawasaki","Touring",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2805","Used",9715.11,1975,8013,"blue","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2597","Used",4291.25,2008,7827,"blue","Yamaha","Sport Bike",100,832,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"838","Used",1034.02,2009,2318,"black","Harley-Davidson","Touring",100,364,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3930","Used",6393.17,2012,5900,"blue","BMW","Touring",100,82,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4081","Used",7983.11,2007,37366,"red","Harley-Davidson","Cruiser",3.4,738,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2642","Used",3560.45,2002,20,"green","Kawasaki","Off-Road",100,542,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.318181818,0.477272727
"1094","Used",23560.11,2013,3600,"red","Harley-Davidson","Cruiser",100,13,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2656","Used",3512.4,2011,8750,"black","Kawasaki","Other",100,246,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.433333333,1
"3575","New",14109.1,2017,1,"black","Kawasaki","Touring",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4215","Used",15307.9,2015,6005,"other","Harley-Davidson","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2879","Used",1546.92,2000,15644,"black","Kawasaki","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3759","Used",4168.22,2007,51963,"black","Harley-Davidson","Touring",9.8,3788,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2743","Used",4032.85,2007,16565,"blue","BMW","Sport Bike",99,1135,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4002","Used",1342.98,1965,4926,"red","Honda","Standard",8.9,1071,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"250","Used",4676.69,2010,18561,"black","Harley-Davidson","Touring",2.3,175,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"2413","New",4618.68,2017,0,"red","Other","Sport Bike",100,2390,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3633","New",12580.1,2018,1,"other","Yamaha","Standard",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2464","Used",8220.5,2015,9410,"black","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"3877","Used",2347.44,2014,20,"red","Honda","Dual-Purpose",5.3,9946,"other",TRUE,FALSE,0,FALSE,0,FALSE,0.375,0.75
"652","Used",13648.52,2008,4222,"blue","Harley-Davidson","Cruiser",100,91,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3031","New",13515.31,2017,354,"black","Triumph","Standard",100,92,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4812","Used",26281.87,2015,4347,"other","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"1383","Used",4183,2008,19925,"blue","BMW","Touring",99,1135,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"5229","Used",5875.75,2009,10151,"black","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3965","Used",959.83,1971,0,"yellow","Honda","Other",100,994,"Private Seller",TRUE,FALSE,0,FALSE,1,FALSE,0,0.75
"1411","New",7255.36,2015,0,"black","Honda","Cruiser",100,903,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"5017","New",21824,2017,0,"white","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4469","Used",16336.83,2007,6751,"red","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"315","Used",8022.15,1999,27095,"blue","Harley-Davidson","Standard",9.8,3280,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.354166667,0.620833333
"2992","Used",2854.84,2009,1900,"red","Other","Other",100,380,"Owner",TRUE,FALSE,2,FALSE,0,FALSE,0.645454545,0.734848485
"1815","Used",3307.62,1999,47591,"other","Honda","Sport Bike",100,1285,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0.05,0.341666667
"528","Used",3491.29,2006,17860,"blue","Harley-Davidson","Touring",100,66,"Private Seller",TRUE,TRUE,1,TRUE,0,FALSE,1,1
"170","Used",19913.46,2015,4864,"red","Harley-Davidson","Touring",100,960,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.131349206,0.450198413
"3809","Used",6471.88,2007,44439,"yellow","Victory","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"102","Used",7240.9,1996,8250,"other","Harley-Davidson","Touring",100,56,"Private Seller",TRUE,TRUE,2,TRUE,0,FALSE,0.340151515,0.468181818
"3265","Used",16.7,2012,33994,"black","Other","Cruiser",100,922,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4803","Used",42806.41,2015,6970,"black","Other","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1183","New",33656.93,2017,3,"blue","Honda","Touring",9.8,21591,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4762","New",13255,2017,0,"other","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1381","Used",1666.66,1983,61443,"other","Honda","Other",100,87,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.7775,0.6825
"860","Used",18593.79,2007,3200,"other","Harley-Davidson","Cruiser",100,1451,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2030","Used",1573.01,2009,2153,"yellow","Yamaha","Scooter",100,39,"other",FALSE,TRUE,0,FALSE,0,FALSE,0.35,0.7625
"3895","New",24683.1,2016,1,"white","Can-Am","Standard",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3900","Used",4739.22,1996,87343,"red","Honda","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4069","Used",14770.39,2014,908,"orange","Harley-Davidson","Gasoline",100,220,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4099","Used",8916.37,2012,10440,"blue","Yamaha","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"448","Used",10010.32,2015,2242,"black","Harley-Davidson","Touring",100,253,"other",TRUE,TRUE,1,FALSE,0,FALSE,1,1
"3577","New",14199.1,2017,1,"black","Kawasaki","Sport Bike",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4415","Used",10885.79,2012,19353,"black","Suzuki","Sport Bike",100,163,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3322","Used",5250.57,2014,2547,"white","Victory","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"879","Used",5673.58,2008,10314,"red","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.816666667,0.833333333
"4686","Used",28912.89,2014,8732,"orange","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"3103","Used",12863.68,2006,5179,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1750","Used",1787.77,1982,13000,"black","Honda","Sport Bike",100,401,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1959","Used",11030.17,2007,77851,"blue","Harley-Davidson","Touring",100,1342,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2978","Used",5012.3,2011,1300,"black","Triumph","Sport Bike",1.7,74,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2377","Used",13584.63,2014,34086,"blue","Indian","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2354","Used",11765.54,2014,4087,"black","Kawasaki","Other",100,879,"Owner",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4195","Used",5179.58,2011,6200,"red","Honda","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"86","Used",7032.73,2003,17225,"black","Harley-Davidson","Cruiser",100,72,"Private Seller",TRUE,FALSE,2,FALSE,0,FALSE,0.445454545,0.651515152
"1389","Used",4133.95,2015,450,"black","Kawasaki","Sport Bike",9.1,307,"Private Seller",TRUE,FALSE,0,TRUE,0,TRUE,0,0
"4326","Used",7795.42,2010,13018,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"57","Used",15287.22,2007,10700,"blue","Harley-Davidson","Touring",100,181,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2687","Used",15178.05,2013,18869,"other","Ducati","Dual-Purpose",100,12,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2942","Used",438.66,2003,21669,"blue","Yamaha","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3842","Used",18603.03,2013,6551,"white","Harley-Davidson","Gasoline",100,28,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"682","Used",7728.3,2012,1300,"blue","Harley-Davidson","Touring",100,89,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4820","Used",18624.41,2016,1407,"red","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1995","New",9331.4,2016,0,"black","Other","Gasoline",9.7,3060,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"282","Used",54794.2,2013,6500,"green","Harley-Davidson","Touring",100,907,"Private Seller",FALSE,TRUE,1,FALSE,1,FALSE,0,0
"1830","Used",19030,2017,30,"white","Other","Custom",100,47,"other",TRUE,FALSE,0,FALSE,0,FALSE,0.9,0.9
"2901","Used",3719.8,2006,50000,"orange","Other","Dual-Purpose",100,239,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"395","Used",15488.74,2005,45543,"grey","Harley-Davidson","Cruiser",96,210,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1611","Used",1393.45,2003,8998,"other","Suzuki","Sport Bike",100,671,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2859","Used",3706.24,2000,19449,"other","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1121","New",5735.28,2017,0,"black","Kawasaki","Standard",9.7,21748,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"5067","New",11605,2017,0,"black","Triumph","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3649","New",18339.1,2017,1,"other","Indian","Cruiser",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2013","Used",3805,1972,100,"grey","Honda","Off-Road",100,55,"Private Seller",FALSE,TRUE,0,FALSE,1,FALSE,0,0
"2451","Used",1664.76,1962,3619,"black","Honda","Standard",9.1,2998,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0.158333333
"3939","Used",582.65,2014,1255,"red","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"3856","Used",4040.12,2001,48428,"other","Harley-Davidson","Cruiser",100,642,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4684","Used",17448.97,2013,6655,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1469","New",7464.7,2016,0,"green","Kawasaki","Off-Road",100,876,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4660","Used",7032.57,2012,26716,"blue","Yamaha","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2192","Used",1472.94,1975,11000,"green","Ducati","Touring",100,14,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1616","Used",8610.84,2004,4065,"black","Honda","Touring",100,19,"Owner",FALSE,TRUE,1,FALSE,0,FALSE,0.136363636,0.454545455
"1811","Used",3026.32,2000,22921,"black","Honda","Sport Bike",100,15,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0.18,0.293333333
"2318","Used",4926.52,2006,62184,"white","Honda","Touring",100,269,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1924","Used",2070.73,2003,25000,"other","Yamaha","Cruiser",100,3,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4855","Used",2570.01,1992,255063,"other","Other","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4053","Used",13591.36,2015,21244,"black","Indian","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"807","Used",18835.18,2014,280,"black","Harley-Davidson","Other",100,214,"Owner",FALSE,TRUE,2,TRUE,0,FALSE,0.378787879,0.818181818
"4439","Used",39045.16,2006,1,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"518","Used",32230.92,1942,1000,"green","Harley-Davidson","Standard",100,17,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"654","Used",10334.1,2005,9800,"white","Harley-Davidson","Other",100,314,"Private Seller",TRUE,FALSE,2,FALSE,0,FALSE,0,0
"416","Used",10659.88,2005,5500,"other","Harley-Davidson","Other",100,119,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.136363636,0.454545455
"975","Used",8937.45,2002,46847,"white","Harley-Davidson","Touring",100,22,"Owner",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2004","New",951,2016,43,"black","Honda","Standard",8.4,1758,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1392","Used",1497.35,2009,31731,"other","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"674","Used",7993.34,1992,48477,"red","Harley-Davidson","Touring",100,1325,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.568181818,0.727272727
"3954","Used",11779.24,2006,11799,"black","Ducati","Sport Bike",97,242,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2557","Used",10893.57,2014,8545,"other","Harley-Davidson","Gasoline",100,4,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1396","New",8614.28,2016,0,"green","Kawasaki","Standard",9.7,21748,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"136","Used",40384.64,2016,6988,"red","Harley-Davidson","Touring",100,1016,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1000","Used",8937.45,2002,46847,"white","Harley-Davidson","Touring",100,22,"Owner",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3261","Used",3064.69,2006,24624,"black","Yamaha","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"716","Used",17908.3,1996,21368,"green","Harley-Davidson","Cruiser",96,210,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"634","Used",10328.5,2003,11500,"black","Harley-Davidson","Touring",100,89,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3685","New",29499.1,2017,1,"black","Indian","Cruiser",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"907","Used",7118.4,2009,67707,"white","BMW","Touring",100,93,"Owner",FALSE,TRUE,0,FALSE,0,FALSE,-0.1,0.4
"3420","Used",13105.71,2016,6563,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2306","Used",13071.59,2007,17000,"blue","Suzuki","Sport Bike",100,14,"Owner",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3129","Used",17486.51,2012,18023,"black","Harley-Davidson","Gasoline",100,220,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4189","Used",14166.89,2003,21179,"red","Indian","Gasoline",100,606,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4679","New",25328.6,2017,4,"red","Indian","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"21","Used",10300.38,2009,3769,"red","Harley-Davidson","Touring",100,175,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.068181818,0.727272727
"92","Used",6205.85,2016,500,"grey","Yamaha","Sport Bike",100,520,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"665","Used",1502.59,1982,0,"blue","Yamaha","Off-Road",100,577,"Private Seller",FALSE,TRUE,0,TRUE,0,FALSE,0.125,0.4
"2739","Used",4298.68,2007,3400,"red","Ducati","Café Racer",100,577,"Owner",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2827","Used",5799.79,2015,3363,"black","Harley-Davidson","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"577","Used",5084.03,2006,47496,"black","Harley-Davidson","Touring",100,282,"other",TRUE,FALSE,2,TRUE,0,FALSE,0.666666667,0.833333333
"4246","Used",7942.19,2015,3908,"red","Honda","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2389","Used",9881.52,2009,8500,"orange","Suzuki","Sport Bike",100,76,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"4586","Used",19696.08,2015,4483,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"5042","Used",9521.13,2015,21736,"white","Other","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2119","Used",3411.21,2006,13084,"blue","Yamaha","Cruiser",9.1,218,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"483","Used",20307.55,2015,10546,"black","Harley-Davidson","Touring",100,34,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0.128571429,0.485714286
"1005","Used",3373.27,2000,54800,"black","BMW","Touring",100,61,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.7,0.6
"2964","Used",17195.28,2012,5838,"yellow","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"3015","Used",4938,2005,0,"black","KTM","Dual-Purpose",100,2,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"740","Used",5717.05,1993,61434,"black","Harley-Davidson","Touring",100,502,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0.8,0.75
"4540","Used",10462.94,1990,20046,"blue","BMW","Gasoline",8.6,2251,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2255","New",15837.36,2017,0,"blue","Suzuki","Sport Bike",100,903,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3026","Used",11976.43,2007,18153,"other","Harley-Davidson","Gasoline",100,220,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1949","Used",11844.41,2015,17301,"black","BMW","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"63","Used",3692.91,1990,30000,"other","Harley-Davidson","Other",100,169,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"287","Used",16.19,2007,66748,"other","Harley-Davidson","Touring",100,1405,"other",TRUE,TRUE,1,FALSE,0,FALSE,0.3875,0.75
"3317","New",19051,2016,7,"black","Ducati","Gasoline",100,161,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1362","Used",813.48,2013,1045,"black","Honda","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2348","Used",10656.41,2008,14320,"other","Harley-Davidson","Gasoline",100,4,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3717","Used",12853.07,2007,16373,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1580","Used",10364.71,2013,2274,"blue","Yamaha","Sport Bike",100,22,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4032","Used",12912.9,2012,2038,"white","Kawasaki","Cruiser",86,41,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3984","Used",3995.26,2005,24000,"blue","Yamaha","Touring",100,1299,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.245454545,0.434848485
"4466","Used",5133.94,2006,49302,"blue","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4621","Used",20485.91,2015,5567,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"2358","Used",3180.33,2002,7839,"other","Honda","Cruiser",100,2289,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"852","Used",9644.6,2005,30779,"black","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,0,FALSE,0,FALSE,0.8,0.75
"3291","Used",11994.52,2010,9397,"blue","Can-Am","Touring",100,3,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3266","Used",2953.78,2007,15242,"black","Kawasaki","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2523","Used",64450.08,2016,1650,"white","Other","Touring",100,974,"Private Seller",TRUE,FALSE,0,FALSE,0,TRUE,-0.25,0.4
"1317","Used",30693.6,2014,6125,"other","Harley-Davidson","Touring",100,179,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1877","Used",9151.04,2011,2200,"red","Yamaha","Sport Bike",100,245,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4643","Used",7030.26,2009,18463,"black","Suzuki","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"833","Used",13565.8,1961,27999,"white","Harley-Davidson","Other",100,1511,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.277777778,0.711111111
"2650","Used",4481.85,2006,14500,"grey","Suzuki","Cruiser",100,172,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.316666667,0.483333333
"1204","Used",22875.67,2016,1800,"white","Other","Other",100,205,"Private Seller",TRUE,TRUE,1,FALSE,0,TRUE,0.068181818,0.227272727
"2238","Used",1472.94,1975,11000,"green","Ducati","Touring",100,14,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"329","Used",3010.28,2005,34462,"black","Harley-Davidson","Touring",100,137,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.068181818,0.227272727
"1002","Used",4382.02,2002,34852,"other","Harley-Davidson","Cruiser",100,5,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.7,0.6
"4957","Used",25207.73,2016,7461,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3613","Used",24825.34,2012,3751,"other","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"1324","Used",4146.28,2000,58195,"red","Other","Touring",100,3,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1298","Used",4825.07,2005,24168,"black","Yamaha","Sport Bike",100,159,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"789","Used",8248,2015,71,"black","Harley-Davidson","Cruiser",100,263,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4564","Used",6814.83,2015,275,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"706","Used",8494.38,2008,20633,"blue","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,1,TRUE,0,FALSE,1,0.875
"2401","Used",4753.89,2008,16500,"black","Kawasaki","Cruiser",100,83,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.91,0.78
"2385","Used",4746.29,1979,1e+05,"orange","Yamaha","Off-Road",100,1217,"Owner",FALSE,TRUE,1,FALSE,0,FALSE,0.85,1
"4872","Used",11550,2017,0,"black","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1598","New",13921.14,2016,188,"grey","BMW","Gasoline",100,161,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4199","Used",16957.19,2015,4149,"white","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3811","Used",3763.95,2004,18125,"black","Harley-Davidson","Cruiser",9.1,218,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1887","Used",4368.54,2006,9718,"red","Honda","Cruiser",9.3,3120,"Private Seller",FALSE,TRUE,1,TRUE,0,FALSE,0,0
"2550","Used",17184.08,2016,3171,"blue","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3932","Used",3336.15,2007,28165,"other","Ducati","Touring",100,120,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.7,0.7
"3354","Used",10090.23,2011,39222,"other","Victory","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3926","Used",8107.49,2013,2839,"white","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"87","Used",32889.46,2006,7000,"black","Harley-Davidson","Sport Bike",100,56,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3674","New",10238.1,2016,0,"other","Kawasaki","Standard",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
