"","Condition","Price","Model_Year","Mileage","Exterior_Color","Make","Type","Feedback_Perc","N_Reviews","Seller_Status","Auction","Buy_Now","num_pos_words","uses_excl","all_caps","has_warranty","review_polarity","review_positivity"
"3756","Used",7601.24,2008,2880,"black","Yamaha","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"649","Used",13005.13,2014,10200,"other","Harley-Davidson","Cruiser",100,339,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"3732","Used",4736.03,2003,3349,"black","Harley-Davidson","Touring",100,3743,"other",FALSE,TRUE,0,FALSE,0,FALSE,-0.071428571,0.142857143
"396","Used",4747.25,2007,14000,"black","Harley-Davidson","Other",100,105,"other",TRUE,TRUE,2,TRUE,0,FALSE,0.526666667,0.836666667
"537","Used",18382.44,2014,8300,"black","Harley-Davidson","Touring",100,30,"Private Seller",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2932","Used",18039.82,2016,613,"black","Harley-Davidson","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1453","Used",7343.98,1977,3448,"black","Harley-Davidson","Café Racer",100,436,"Private Seller",TRUE,FALSE,2,FALSE,1,FALSE,0.174715909,0.738636364
"3003","Used",39732.97,2009,7700,"other","Other","Touring",100,280,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,-0.075284091,0.313636364
"4799","Used",8695.67,2014,10750,"blue","Suzuki","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3473","Used",4874.29,2016,1424,"blue","Yamaha","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2361","Used",4420.46,2015,1490,"blue","Honda","Cruiser",100,106,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.5,0.55
"2703","Used",20789.39,2015,4726,"black","BMW","Standard",100,92,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"117","Used",5142.89,2003,37779,"other","Harley-Davidson","Cruiser",100,3743,"other",FALSE,TRUE,0,FALSE,0,FALSE,-0.071428571,0.142857143
"4699","Used",19870,2015,77,"other","Harley-Davidson","Standard",6.4,992,"Private Seller",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2345","Used",13071.59,2007,17000,"blue","Suzuki","Sport Bike",100,14,"Owner",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1472","Used",20719.71,2016,924,"black","Kawasaki","Sport Bike",100,512,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3722","New",24084.5,2017,7,"grey","Ducati","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3656","Used",18363.36,2015,16001,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"1434","Used",32751.42,2008,19118,"black","Honda","Trike",100,430,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2679","Used",7597.29,2006,3200,"other","Suzuki","Other",100,253,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3359","Used",67591.7,2017,22,"red","Other","Gasoline",100,1765,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4956","Used",16455.3,1991,0,"black","Harley-Davidson","Gasoline",100,507,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4339","Used",6473.67,2008,45371,"other","Yamaha","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2674","Used",4952.6,2013,12600,"black","Triumph","Sport Bike",100,13,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"299","New",15124.79,2017,250,"other","BMW","Dual-Purpose",100,446,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"1212","Used",5636.4,1996,15676,"red","BMW","Touring",100,21,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4531","Used",16523.6,2015,7013,"blue","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"595","Used",9210.49,2006,22233,"other","Harley-Davidson","Touring",100,106,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.433333333,0.383333333
"4213","Used",18230.16,2005,2500,"blue","Other","Gasoline",8.8,450,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1640","Used",2097.39,1999,12220,"yellow","Suzuki","Sport Bike",100,57,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4561","Used",16493.62,2015,12426,"other","Harley-Davidson","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2545","Used",5933.6,2005,10300,"other","Yamaha","Touring",100,110,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3665","Used",9015.2,2008,16000,"black","Harley-Davidson","Touring",100,363,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2734","Used",9515.19,2012,21618,"black","Harley-Davidson","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"853","Used",4279.87,2007,20000,"other","Honda","Touring",100,1247,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3515","Used",7647.77,2016,136,"blue","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3813","New",34078.1,2016,51,"red","Other","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"593","Used",13115.45,2016,3370,"red","Harley-Davidson","Cruiser",100,39,"Private Seller",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"766","Used",13422.46,2004,25705,"red","Harley-Davidson","Cruiser",96,210,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1314","Used",2089.8,2010,6768,"green","Kawasaki","Sport Bike",8.6,518,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3084","New",24548.04,2017,36,"black","Ural","Dual-Purpose",100,274,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4967","New",20845,2017,0,"white","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2551","Used",7602.2,2012,6500,"red","Ducati","Naked",100,646,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1050","New",31070.84,2016,5,"red","Honda","Touring",9.8,21591,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"5169","New",24198.9,2017,3,"black","Indian","Gasoline",100,312,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2303","Used",2245.07,2005,697,"black","Honda","Cruiser",100,275,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.193181818,0.602272727
"1480","Used",22062.18,2015,7687,"black","Harley-Davidson","Cruiser",100,960,"other",FALSE,TRUE,2,FALSE,0,TRUE,0.131349206,0.450198413
"2981","New",80839.24,2017,1271,"yellow","Other","Sport Bike",100,122,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4985","New",14300,2017,0,"black","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3923","New",11216.68,2015,0,"black","Honda","Cruiser",100,1354,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4300","Used",3472.08,2012,10852,"black","Kawasaki","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2359","Used",7479.9,2008,10000,"white","Ducati","Sport Bike",100,108,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4127","Used",24111.67,2015,4119,"other","Kawasaki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1969","New",18345.36,2017,0,"red","Kawasaki","Touring",100,903,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1503","Used",932.78,1976,4500,"red","Kawasaki","Standard",100,17,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4283","Used",9673.69,2016,2095,"blue","BMW","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"4641","Used",30320,1980,12083,"green","Ducati","Gasoline",8.6,2251,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3196","New",12.8,2017,0,"grey","KTM","Touring",100,13684,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4323","Used",5962.27,2011,1742,"red","Yamaha","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4033","Used",13799.34,2012,7914,"grey","Kawasaki","Cruiser",86,41,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"715","Used",10752.64,2005,83793,"other","Honda","Cruiser",100,120,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3342","New",7253.5,2016,7,"green","Triumph","Gasoline",100,161,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1649","Used",10115.69,2013,4588,"grey","BMW","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3530","Used",14769.09,2016,2394,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"20","Used",50368.03,2009,40000,"red","Harley-Davidson","Touring",100,199,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"957","Used",20240.34,2013,26000,"blue","Harley-Davidson","Touring",100,55,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3960","New",8708.68,2015,0,"red","Honda","Touring",100,1354,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3607","Used",20810.26,2012,2601,"red","Victory","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4340","Used",7812.27,2011,12880,"red","Yamaha","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"411","Used",10338.4,2008,11614,"black","Harley-Davidson","Touring",100,145,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3853","Used",7341.64,2015,244,"other","Harley-Davidson","Chopper",9.8,2149,"Owner",TRUE,FALSE,2,FALSE,0,FALSE,0.224204545,0.701515152
"1851","Used",6371.2,2002,7186,"green","Harley-Davidson","Cruiser",100,537,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"48","Used",14406.89,2009,16500,"black","Harley-Davidson","Touring",100,63,"Private Seller",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3684","New",20443,2014,1,"red","Yamaha","Cruiser",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2569","Used",917.69,2008,6134,"black","Suzuki","Cruiser",100,33,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0.291666667,0.516666667
"1219","Used",16.2,1981,1000,"black","Harley-Davidson","Chopper",100,63,"Private Seller",TRUE,TRUE,2,FALSE,0,FALSE,0.85,0.8
"1602","Used",4447.6,1982,28000,"other","Honda","Café Racer",100,127,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3601","New",15997.1,2015,1,"blue","Yamaha","Cruiser",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4015","Used",11463.39,2014,2123,"red","Yamaha","Cruiser",86,41,"other",FALSE,TRUE,0,FALSE,0,FALSE,0.8,0.75
"3504","Used",9191.94,2011,27061,"red","BMW","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"799","Used",14193.46,2008,7000,"red","Harley-Davidson","Touring",100,100,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4688","New",26301,2017,0,"black","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5","Used",18531.79,2010,5548,"red","Harley-Davidson","Touring",9.8,6229,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1612","Used",12358.94,2014,2902,"black","Harley-Davidson","Touring",100,331,"Private Seller",TRUE,FALSE,2,TRUE,0,FALSE,0.568181818,0.727272727
"5166","New",21998.9,2017,3,"other","Indian","Gasoline",100,312,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3891","Used",2871.08,2007,19433,"red","Yamaha","Sport Bike",100,717,"other",FALSE,TRUE,0,FALSE,0,FALSE,0.15,0.65
"3720","New",11550,2017,7,"yellow","Triumph","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"956","Used",15293.61,2012,15350,"red","Harley-Davidson","Touring",100,125,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"603","Used",7599.25,2011,7150,"orange","Harley-Davidson","Cruiser",100,215,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2653","Used",625.16,1999,13053,"red","Honda","Sport Bike",100,60,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,1,1
"4423","New",16500,2017,0,"black","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5232","Used",3207.58,2007,10326,"other","Yamaha","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"866","Used",5134.66,1968,29850,"black","BMW","Standard",100,3868,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,-0.05,0.2
"3286","New",24548.04,2017,36,"green","Ural","Dual-Purpose",100,274,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1822","New",6514,2017,0,"orange","Other","Touring",8.4,1758,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"4767","Used",14214.14,2015,3216,"other","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"685","Used",7967.4,2008,13961,"black","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,0,TRUE,0,FALSE,0.75,0.625
"759","New",5019.94,2017,0,"blue","Yamaha","Dual-Purpose",9.2,5605,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1521","Used",14751.54,2007,2555,"other","Ducati","Sport Bike",100,99,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2580","Used",15304.89,2012,4971,"red","Ducati","Sport Bike",100,430,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2","Used",13508.03,2016,60,"black","Harley-Davidson","Touring",100,657,"Private Seller",TRUE,TRUE,1,FALSE,0,TRUE,1,1
"2736","Used",17.59,1986,24113,"red","Suzuki","Sport Bike",100,437,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1036","Used",46658.44,2014,5200,"black","Harley-Davidson","Cruiser",100,23,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"2344","Used",1867.54,1996,17964,"black","Yamaha","Cruiser",100,222,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"829","Used",6418.37,1999,27000,"blue","Harley-Davidson","Cruiser",100,88,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0.8,0.75
"1018","Used",332.69,1973,2926,"blue","Yamaha","Off-Road",100,66,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"2289","Used",8259.37,2006,2600,"other","Other","Chopper",100,20,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"3512","Used",9145.69,2013,1149,"other","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"3666","New",10150.1,2018,0,"other","Kawasaki","Off-Road",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1756","Used",14158.58,2011,4200,"black","Kawasaki","Sport Bike",100,133,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.136363636,0.454545455
"1801","Used",46478.87,1939,99999,"red","Indian","Other",100,8084,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1238","New",11876.36,2016,0,"grey","Kawasaki","Sport Bike",100,903,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"621","Used",15699.22,2015,2800,"red","Harley-Davidson","Cruiser",100,1285,"Private Seller",TRUE,FALSE,2,FALSE,0,FALSE,0.36,0.498
"1107","Used",13465.92,2014,1867,"black","Harley-Davidson","Standard",100,1271,"Private Seller",FALSE,TRUE,1,TRUE,0,FALSE,0.185227273,0.377272727
"2540","Used",16331.5,2011,25600,"black","Ducati","Sport Bike",100,309,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"227","Used",13410.5,2003,69553,"black","Harley-Davidson","Cruiser",96,210,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3569","New",13929.1,2017,1,"black","Kawasaki","Sport Bike",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4780","Used",6494.53,2012,12538,"white","Suzuki","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2835","Used",3935.84,2006,27622,"black","Ducati","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1431","Used",4133.95,2015,450,"black","Kawasaki","Sport Bike",9.1,307,"Private Seller",TRUE,FALSE,0,TRUE,0,TRUE,0,0
"628","Used",13648.52,2008,4222,"blue","Harley-Davidson","Cruiser",100,91,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4620","Used",5931.06,2014,26738,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3679","New",15547.1,2015,1,"red","Yamaha","Cruiser",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"230","Used",3163.08,2002,44000,"other","Harley-Davidson","Standard",100,498,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"3490","Used",8622.39,2007,28587,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4623","Used",9780.95,2010,15141,"red","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4065","New",8235.8,2016,7,"white","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1939","Used",179.34,2014,7834,"green","Kawasaki","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1952","New",32338.68,2017,10,"other","Indian","Touring",100,253,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"5071","Used",10329.65,2011,45463,"other","Victory","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2737","Used",5219.74,2007,2929,"blue","Yamaha","Cruiser",100,286,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.275,0.475
"3751","Used",7582.45,2003,6941,"yellow","Other","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"958","Used",12622.09,2011,6000,"black","Harley-Davidson","Cruiser",100,619,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.5,0.5
"2676","Used",1860.5,1962,633,"red","Honda","Dual-Purpose",100,721,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"34","Used",23420.87,2016,1500,"black","Harley-Davidson","Touring",100,33,"Private Seller",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2372","Used",6820.72,2015,1634,"grey","Yamaha","Dual-Purpose",100,31,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.366666667,0.7
"239","Used",4676.69,2010,18561,"black","Harley-Davidson","Touring",2.3,175,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"3352","Used",67591.7,2017,22,"blue","Other","Gasoline",100,1765,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1341","New",12506.94,2016,0,"black","Yamaha","Dual-Purpose",9.8,2855,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1397","Used",4133.95,2015,450,"black","Kawasaki","Sport Bike",9.1,307,"Private Seller",TRUE,FALSE,0,TRUE,0,TRUE,0,0
"261","Used",4806.31,2006,19000,"white","Harley-Davidson","Touring",100,254,"Private Seller",TRUE,FALSE,1,FALSE,1,FALSE,1,1
"5138","New",24147.48,2017,171,"red","Other","Gasoline",100,312,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3940","New",32244.1,2017,1,"white","Can-Am","Touring",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"295","Used",12544.11,2005,3600,"red","Harley-Davidson","Standard",100,140,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"896","New",6702.28,2016,1,"other","Yamaha","Naked",9.2,5605,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3827","Used",24837.66,2015,1994,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"2147","Used",4674.61,2011,18752,"red","Suzuki","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3769","Used",3808.57,2007,50155,"red","Harley-Davidson","Touring",9.8,3788,"other",TRUE,FALSE,0,FALSE,1,FALSE,0,0
"3308","Used",9180.27,2004,21431,"blue","Other","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1203","Used",4136.52,1984,6300,"red","Honda","Touring",100,28,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2522","New",25434.6,2017,15,"blue","Triumph","Touring",96,464,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"212","Used",15219,2006,54170,"red","Harley-Davidson","Touring",96,210,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3933","Used",1362.53,2005,0,"green","Kawasaki","Off-Road",100,277,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.39,0.5
"400","Used",28402.09,1948,400,"blue","Harley-Davidson","Touring",100,1204,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3979","Used",7656.64,2014,5197,"black","Yamaha","Cruiser",86,41,"other",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"1166","Used",26389.61,2010,17416,"other","Honda","Touring",100,1645,"other",FALSE,TRUE,1,TRUE,1,FALSE,0,0.3
"5154","New",19798.9,2017,3,"black","Indian","Gasoline",100,312,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4975","Used",9807.21,2014,5268,"other","Triumph","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2305","Used",2114.46,2010,20007,"red","Honda","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"504","Used",8421.26,2011,44996,"other","Harley-Davidson","Touring",8.8,101,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2491","Used",2730.48,2002,21000,"yellow","Honda","Standard",100,1,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3989","Used",6220.68,2012,12484,"other","Yamaha","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"307","Used",9957.82,2006,3850,"blue","Harley-Davidson","Touring",100,204,"Private Seller",FALSE,TRUE,1,TRUE,0,FALSE,0.170454545,0.454545455
"2254","Used",4802.57,2014,1,"red","Other","Cruiser",100,22,"other",TRUE,FALSE,1,TRUE,0,FALSE,0.566666667,0.783333333
"865","Used",2513.62,1995,18158,"black","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.434090909,0.488636364
"954","Used",2944.5,2008,0,"red","Honda","Off-Road",100,577,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4148","Used",8742.91,2003,314,"black","Harley-Davidson","Cruiser",3.4,738,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5082","Used",10895.47,2011,9352,"black","Victory","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3206","Used",7494.93,2016,7922,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4490","Used",13619.62,2004,30567,"other","Harley-Davidson","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4495","Used",9388.32,2015,14535,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"1731","Used",12877.51,2014,15508,"grey","Yamaha","Cruiser",100,456,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3446","Used",32363.44,2016,4705,"black","Harley-Davidson","Gasoline",100,60,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"35","Used",9213.6,2003,51000,"black","Harley-Davidson","Touring",100,124,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2162","New",6233.4,2014,0,"white","Honda","Standard",9.7,21748,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3424","New",30579.1,2017,1,"red","Indian","Touring",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4361","Used",14373.33,2005,10213,"orange","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"2861","Used",8624.04,2007,24236,"red","Victory","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3627","New",35979.1,2017,1,"red","Indian","Touring",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4103","Used",8383.88,2011,1484,"black","Kawasaki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3998","Used",13835.47,2011,17742,"red","Kawasaki","Standard",86,41,"other",FALSE,TRUE,0,FALSE,0,FALSE,0.8,0.75
"4751","Used",39501.2,2016,14327,"blue","Harley-Davidson","Gasoline",100,28,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1589","Used",21903.94,2016,969,"blue","Harley-Davidson","Touring",100,3127,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"643","Used",18697,2014,35,"other","Harley-Davidson","Other",100,413,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1747","Used",1210.31,2009,2098,"blue","Honda","Cruiser",8.6,3430,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1945","Used",10439.9,2003,10001,"black","Indian","Cruiser",100,381,"Owner",TRUE,TRUE,0,FALSE,0,TRUE,0,0
"983","Used",6628.81,2006,15871,"red","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.816666667,0.833333333
"524","Used",9879.03,2014,4500,"black","Harley-Davidson","Dual-Purpose",100,1899,"Private Seller",FALSE,TRUE,1,TRUE,0,TRUE,0.213068182,0.454545455
"2701","Used",2316.76,2001,23000,"other","Kawasaki","Touring",100,443,"Private Seller",TRUE,FALSE,4,FALSE,0,FALSE,0.146590909,0.763636364
"4264","New",23331,2017,7,"red","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1868","New",31678.68,2017,2,"other","Other","Other",100,35,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3967","Used",14177.59,2012,56000,"other","Kawasaki","Touring",86,41,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.7,0.6
"1701","Used",1058,1975,0,"red","Honda","Other",100,149,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"4091","Used",13045.86,2015,13554,"white","Victory","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2071","Used",5384.31,2009,19133,"red","Harley-Davidson","Touring",100,635,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"110","Used",10324.85,2002,13562,"red","Harley-Davidson","Cruiser",100,292,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4685","Used",4354.92,2006,13684,"other","Kawasaki","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
